DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6360;P6360S1;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5595681;1;1;1;60;52;1;;;52;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1300000;1;;3;;10;2;12;40;;.;40;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;180;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;12;3;;1;;59;96;1;10;4;9609;1300000;52;302.00727078;
5595681;1;2;1;60;52;1;;;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;500000;1;;1;;4;1;12;40;;.;40;;;;1;1;;5;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;79;14;1;10;4;1410;500000;52;302.00727078;
5595681;1;3;1;60;52;1;;;52;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;100000;1;;2;;4;2;12;4;2;;4;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;12;5;;1;;13;85;1;10;4;8559;100000;52;302.00727078;
5595682;1;1;1;60;52;1;;;52;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;500000;1;;3;;1;2;12;24;2;;24;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;30;3;;1;;45;47;1;10;4;4799;500000;52;458.50296947;
5595683;1;2;1;60;52;1;;;52;1;2;2;12;1;;2;1;2;1;36;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;920000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;5;;;;;;;;;1;1;1;1;18;8;1;;1;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;2;2;2;1;2;2;2;2;2;25;8;;1;1;03;33;1;10;1;3319;908526;52;264.61356876;
5595684;1;1;1;60;52;1;;;52;2;;;;;;;;;;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;7;;2;;;2;400000;1;;3;;4;1;12;48;;.;0;1;;2;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;45;47;1;10;4;4721;400000;52;114.62574237;
5595684;1;2;1;60;52;1;;;52;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;3;48;;.;48;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;2;2;2;2;2;1;12;10;3;;1;1;45;47;1;10;6;4721;;52;114.62574237;
5595685;1;1;1;60;52;1;;;52;2;;;;;;;;;;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;1;1;3;6;;;;;2;400000;1;;3;;5;2;12;40;;.;40;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;2;3;30;5;;1;;45;47;1;10;4;4782;400000;52;114.62574237;
5595685;1;2;1;60;52;1;;;52;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;1;1;3;6;;;;;2;400000;1;;3;;7;2;12;40;;.;40;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;14;5;;1;;45;47;1;10;4;4782;400000;52;114.62574237;
5595685;1;3;1;60;52;1;;;52;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;20;2;;20;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;4;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;14;5;;1;;45;47;1;10;6;4782;;52;114.62574237;
5595686;1;1;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;200000;1;;3;;1;2;12;50;;.;50;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;15;10;ARRIENDO;1;;45;47;1;10;4;4781;200000;52;238.8282964;
5595687;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;148;;2;;2;1700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;800000;1;1500000;1;600000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;17;1;;;;;;;;;1;1;1;0;48;2;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;8;;1;;58;84;1;10;2;8424;1700000;52;347.98908029;
5595688;1;2;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;90000;1;;3;;1;2;12;3;2;;3;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;1;4;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;75;32;1;10;4;3290;90000;52;215.44116388;
5595689;1;1;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;0;;1;;2;200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;20;2;;20;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;5;1;1;;1;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;1;3;20;3;;1;1;45;47;1;10;1;4711;200000;52;255.0367571;
5595690;1;1;1;60;52;1;;;52;1;2;2;4;2;4;1;1;2;1;240;;2;;2;908526;1;400000;2;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;893162;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;60;42;2;;5;1;52;9;7;;;2;2;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;1;;1;;58;71;1;10;1;7112;908526;52;114.62574237;8010
5595690;1;2;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;336;;1;;2;908526;2;;;1;240000;2;;2;;2;;2;;;1;120000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;53;;;;1;2;;1;;1;2;2;10;1;;;;;;;;;1;2;1;48;24;2;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;2;60;3;;1;;54;97;1;10;3;9700;1148526;52;114.62574237;
5595690;1;3;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;2;;;;;3;400000;1;;4;TEMPORAL;1;2;12;24;1;;24;;;;9;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;2;1;1;2;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;2;1;3;10;3;;1;1;13;85;1;10;4;8530;400000;52;114.62574237;
5595691;1;1;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;12;;1;;2;420000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;1;;2;;;;;;;;;;;;1;2;2;1;24;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;2;3;;1;;45;47;1;10;1;4711;420000;52;274.79776931;
5595692;1;1;1;60;52;1;;;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;600000;1;;1;;1;1;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;4;;2;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;1;1;1;2;2;1;3;10;5;;1;1;77;56;1;10;4;5619;600000;52;320.77957883;
5595692;1;2;1;60;52;1;;;52;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;400000;1;;1;;10;2;12;60;;.;60;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;12;8;;1;;97;52;1;10;4;5224;400000;52;320.77957883;
5595693;1;1;1;60;52;1;;;52;1;2;1;;1;;1;1;2;1;168;;2;;2;1900000;2;;;2;;2;;2;;2;;2;;;2;;;1;35000;2;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;2;1;23;1;;;;;;;;;1;1;1;0;72;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;21;64;1;10;1;6412;1900000;52;114.62574237;
5595695;1;1;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;12;;1;;2;700000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;2;1;2;2;2;2;2;1;13;15;3;;1;1;53;56;1;10;1;5611;800000;52;452.3200772;
5595695;1;2;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;1;;1;;2;600000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;4;;2;;;;;;1;;;;;;;2;2;1;0;36;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;1;1;2;2;2;2;2;1;13;15;3;;1;1;53;56;1;10;1;5611;700000;52;452.3200772;
5595695;1;4;1;60;52;1;;;52;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;480000;1;;3;;1;1;4;54;;.;54;;;;1;6;;5;;2;;;;;;;;;;;;1;2;2;1;0;2;1;;5;2;;;;;;;;2;;;;1;2;1;1;1;2;2;1;1;2;;2;1;2;2;2;2;2;1;3;20;3;;1;1;59;73;1;10;4;7310;480000;52;452.3200772;
5595695;1;5;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;1;;1;;2;400000;2;;;1;150000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;40;;.;40;;;;4;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;1;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;13;20;3;;1;;53;56;1;10;1;5611;550000;52;452.3200772;
5595695;1;8;1;60;52;1;2;;52;1;1;;;1;;2;2;2;2;2;;1;;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;54;;.;54;;;;2;7;;5;;2;;;;;;;;;;;;1;2;2;1;0;1;4;;3;2;;;;;;;;2;;;;1;2;1;1;1;2;1;1;2;2;;2;1;1;2;1;2;2;1;3;15;3;;1;1;86;47;1;10;1;4719;500000;52;452.3200772;
5595695;1;9;1;60;52;1;2;;52;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;480000;1;;3;;1;1;3;54;;.;54;;;;1;6;;5;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;1;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;12;15;3;;1;1;59;73;1;10;4;7310;480000;52;452.3200772;
5595696;1;1;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300000;1;;1;;1;2;12;40;;.;25;6;;2;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;2;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;3;;1;;95;41;1;10;4;4111;300000;52;193.7998986;
5595697;1;2;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;48;;1;;2;600000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;6;7;;2;;2;;;;;;;;;;;;1;1;2;1;60;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;8;;1;;55;10;1;10;1;1081;800000;52;184.22308693;
5595698;1;1;1;60;52;1;;;52;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;100000;1;;3;;3;2;12;20;2;;20;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;11;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;2;2;2;2;2;1;3;10;5;;1;1;45;47;1;10;4;4781;100000;52;114.62574237;
5595698;1;4;1;60;52;1;;;52;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300000;1;;1;;1;2;12;12;1;;12;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;1;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;2;2;2;2;2;1;2;30;3;;1;;97;52;1;10;4;5224;300000;52;114.62574237;
5595699;1;1;1;60;52;1;;;52;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;2000000;1;;3;;1;1;1;48;;.;48;;;;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;24;36;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;3;;1;;98;49;1;10;4;4921;2000000;52;201.00125508;
5595699;1;2;1;60;52;1;;;52;1;2;1;;1;;1;1;1;1;360;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;3;ES LA JORNADA ESTABLECIDA POR EL MAGISTERIO;30;;;;9;7;;1;;1;3;1;25;1;;;;1;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;2;15;90;8;;1;;13;85;1;10;2;8530;;52;201.00125508;
5595699;1;3;1;60;52;1;;;52;1;2;2;1;1;;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;900000;1;;1;;1;2;12;44;;.;44;;;;4;7;;1;;1;1;2;2;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;1;1;1;1;1;2;2;1;3;30;3;;1;1;32;47;1;10;4;4719;900000;52;201.00125508;
5595700;1;1;1;60;52;1;;;52;1;2;1;;1;;1;2;2;2;156;;2;;2;1300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;4;;1;;1;1;1;13;1;;;;;;;;;1;2;1;0;96;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;30;2;;1;;99;47;1;10;1;4759;1300000;52;253.15650402;
5595700;1;2;1;60;52;1;;;52;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;0;1;;1;;3;2;12;24;2;;8;7;DILIGENCIAS PERSONALES;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;1;8;1;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;2;1;3;2;3;;1;1;45;47;1;10;4;4782;0;52;253.15650402;
5595701;1;1;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;12;;1;;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;1;24;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;83;25;1;10;1;2511;500000;52;204.30573726;
5595702;1;1;1;60;52;1;;;52;1;2;2;12;1;;1;1;2;1;60;;2;;2;1300000;2;;;2;;2;;2;;2;;2;;;1;106000;1;1;35000;2;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;8;1;;;;;;;;;1;1;1;0;60;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;12;10;3;;1;;59;86;1;10;1;8610;1300000;52;299.13831354;
5595702;1;2;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;36;;1;;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;2;;30;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;48;24;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;10;3;;1;;79;14;1;10;1;1410;500000;52;299.13831354;
5595703;1;1;1;60;52;1;;;52;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;7;;2;;;2;900000;1;;3;;5;2;12;66;;.;66;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;480;4;;6;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;41;47;1;10;4;4711;900000;52;224.19999543;
5595703;1;2;1;60;52;1;;;52;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;400000;1;;3;;1;2;12;48;;.;48;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;15;5;8;;1;;45;47;1;10;4;4781;400000;52;224.19999543;
5595703;1;3;1;60;52;1;;;52;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300000;1;;3;;10;2;12;56;;.;56;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;;1;;45;47;1;10;4;4781;300000;52;224.19999543;
5595703;1;4;1;60;52;1;;;52;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;8;;1;;45;47;1;10;6;4711;;52;224.19999543;
5595703;1;6;1;60;52;1;;;52;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200000;1;;3;;1;2;12;24;2;;24;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;;1;;45;47;1;10;4;4781;200000;52;224.19999543;
5595704;1;1;1;60;52;1;;;52;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;500000;1;;3;;1;2;12;60;;.;60;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;24;240;4;;3;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;2;1;1;1;1;2;1;1;14;;8;;1;1;41;47;1;10;4;4711;500000;52;160.20418083;
5595704;1;2;1;60;52;1;;;52;1;1;;;1;;1;2;2;2;2;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;44;;;;3;9;;1;;1;2;1;98;;;;;;;;;1;1;9;1;3;18;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;2;30;8;;1;;99;42;1;10;1;4210;1000000;52;160.20418083;
5595705;1;1;1;60;52;1;;;52;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1800000;1;;3;;3;2;12;56;;.;56;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;300;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;1;1;2;1;1;3;5;8;;1;1;98;49;1;10;4;4921;1800000;52;210.93520066;
5595706;1;2;1;60;52;1;;;52;1;2;1;;1;;1;2;2;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1000000;1;;4;TEMPORAL;1;1;12;40;;.;40;;;;9;7;;1;;1;1;2;24;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;2;8;45;3;;1;1;12;84;1;10;4;8412;1000000;52;349.83944528;
5595708;1;1;1;60;52;1;;;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;2;400000;1;;3;;3;2;12;30;2;;30;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;77;56;1;10;4;5619;400000;52;248.96781543;
5595708;1;2;1;60;52;1;;;52;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;30;2;;30;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;8;4;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;1;1;3;20;3;;1;1;77;56;1;10;6;5619;;52;248.96781543;
5595709;1;2;1;60;52;1;;;52;1;1;;;1;;2;2;2;2;3;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;48;;.;48;;;;9;7;;2;;2;;;;;;;;;;;;1;2;2;1;24;12;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;15;8;;1;;55;85;1;10;1;8530;800000;52;237.40406729;
5595709;2;1;2;60;52;1;;;52;1;2;2;12;1;;1;1;2;1;6;;2;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;40;;.;40;;;;9;7;;1;;1;1;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;2;40;8;;1;;59;86;1;10;1;8610;908000;52;237.40406729;
