DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,fex_c_2011
5432746,1,2,1,50,50,1,,,2,6,DESCANSAR POR ENFERMEDAD,2,2,2,2,2,,,,,,,,04,1,50,297.73176092
5432747,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,04,1,50,252.40845771
5432748,1,1,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,50,272.15656736
5432748,1,2,1,50,50,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,50,272.15656736
5432749,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,04,1,50,295.3395317
5432749,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,04,1,50,295.3395317
5432749,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,50,295.3395317
5432750,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,04,1,50,288.01727178
5432750,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,50,288.01727178
5432750,1,4,1,50,50,1,,,4,1,,,,,,,,,,,,,,04,1,50,288.01727178
5432751,1,1,1,50,50,1,,,2,6,DESCANSANDO REPARANDO SU CARRO,2,2,2,2,2,,,,,,,,04,1,50,211.35110625
5432751,1,2,1,50,50,1,,,2,1,,,,,,,,,,,,,,04,1,50,211.35110625
5432752,1,1,1,50,50,1,,,1,6,DESCANSAR POR PENSION,2,2,2,2,2,,,,,,,,04,1,50,225.43428874
5432752,1,2,1,50,50,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,50,225.43428874
5432752,1,3,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,50,225.43428874
5432752,1,4,1,50,50,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,50,225.43428874
5432753,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,04,1,50,360.41748558
5432753,1,2,1,50,50,1,,,2,6,TRABAJADOR FAMILIAR SIN REMUNERACION,2,2,1,,,,,,,,,,04,1,50,360.41748558
5432754,1,1,1,50,50,1,,,1,1,,,,,,,,,,,,,,04,1,50,202.44430574
5432754,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,50,202.44430574
5432755,1,1,1,50,50,1,,,1,6,DESCANSANDO PENSIONADO,2,2,2,2,2,,,,,,,,04,1,50,297.53877958
5432755,1,2,1,50,50,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,50,297.53877958
5432755,1,3,1,50,50,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,50,297.53877958
5432756,1,1,1,50,50,1,,,1,6,DESCANSAR VER TELEVISION,2,2,2,2,2,,,,,,,,04,1,50,252.40845771
5432757,1,1,1,50,50,1,,,1,6,DESCANSANDO POR LA EDAD,2,2,2,2,2,,,,,,,,04,1,50,251.82255277
5432758,1,1,1,50,54,1,,,1,4,,2,2,2,2,1,11,,,,,,,04,1,54,383.75921571
5432758,1,2,1,50,54,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,54,383.75921571
5432759,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,319.18310489
5432760,1,1,1,50,54,1,,,2,6,CAMINAR Y HACER DILINGENCIAS FAMILIARES,2,2,2,2,2,,,,,,,,04,1,54,349.78149967
5432760,1,2,1,50,54,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,54,349.78149967
5432761,1,1,1,50,54,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,54,335.74871279
5432761,1,2,1,50,54,1,,,2,6,HACIENDO DILIGENCIAS MEDICAS,2,2,2,2,2,,,,,,,,04,1,54,335.74871279
5432762,1,1,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,335.74871279
5432762,1,2,1,50,54,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,54,335.74871279
5432763,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,335.74871279
5432763,1,2,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,335.74871279
5432764,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,335.74871279
5432764,1,2,1,50,54,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,54,335.74871279
5432765,1,1,1,50,54,1,2,,1,2,,2,2,2,1,,,,,,,,1,04,1,54,335.74871279
5432765,1,2,1,50,54,1,,,2,4,,1,,,,,,,,,,,,04,1,54,335.74871279
5432766,1,1,1,50,54,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,54,342.34634636
5432766,1,2,1,50,54,1,,,2,6,HACER MANDADOS A PARTICULARES A CAMBIO DE DONATIVOS VOLUNTARIOS,2,2,2,2,2,,,,,,,,04,1,54,342.34634636
5432766,1,3,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,342.34634636
5432767,1,1,1,50,54,1,,,1,6,CONVALECIENTE POR ENFERMEDAD,2,2,2,2,2,,,,,,,,04,1,54,443.48299965
5432768,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,423.79695058
5432768,1,2,1,50,54,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,54,423.79695058
5432769,1,1,1,50,54,1,,,1,6,CONVALECIENTE POR ENFERMEDAD,2,2,2,2,2,,,,,,,,04,1,54,349.78149967
5432769,1,2,1,50,54,1,,,2,4,,1,,,,,,,,,,,,04,1,54,349.78149967
5432770,1,1,1,50,54,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,54,349.78149967
5432770,1,2,1,50,54,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,54,349.78149967
5432771,1,1,1,50,54,1,,,1,6,DESCANSANDO EN EL HOGAR POR ENFERMEDAD Y EDAD AVANZADA,2,2,2,2,2,,,,,,,,04,1,54,225.48160491
5432771,1,2,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,225.48160491
5432772,1,1,1,50,54,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,54,319.18310489
5432773,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,506.62183466
5432773,1,2,1,50,54,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,54,506.62183466
5432774,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,453.8900357
5432774,1,2,1,50,54,1,,,2,6,COLABORA EN ACTIVIDAD ECONOMICA DE P1,2,2,1,,,,,,,,,,04,1,54,453.8900357
5432775,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,537.22022944
5432775,1,2,1,50,54,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,54,537.22022944
5432775,1,3,1,50,54,1,1,,3,2,,2,2,2,1,,,,,,,,1,04,1,54,537.22022944
5432776,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,230.46559207
5432776,1,2,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,230.46559207
5432777,1,1,1,50,54,1,,,2,6,DESCANSA POR ANCIANIDAD,2,2,2,2,2,,,,,,,,04,1,54,206.44230244
5432777,1,2,1,50,54,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,54,206.44230244
5432777,1,3,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,206.44230244
5432777,1,4,1,50,54,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,54,206.44230244
5432778,1,1,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,335.74871279
5432778,1,2,1,50,54,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,54,335.74871279
5432779,1,1,1,50,54,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,54,324.16709205
5432780,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,500.44711027
5432780,1,2,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,500.44711027
5432781,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,349.78149967
5432781,1,2,1,50,54,1,,,2,6,CAMINAR POR EL BARRIO Y VER TV VAGO,2,2,2,2,2,,,,,,,,04,1,54,349.78149967
5432782,1,1,1,50,54,1,,,1,1,,,,,,,,,,,,,,04,1,54,429.87312195
5432782,1,2,1,50,54,1,,,2,1,,,,,,,,,,,,,,04,1,54,429.87312195
5432783,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,116.19308257
5432784,1,1,1,50,63,1,,,1,6,CUIDANDO A UN HIJO ENFERMO,2,2,2,2,1,10,,,,,,,04,1,63,112.37550627
5432784,1,2,1,50,63,1,,,1,5,,,,,,,,,,,,,,04,1,63,112.37550627
5432785,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,217.20971188
5432785,1,2,1,50,63,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,217.20971188
5432785,1,3,1,50,63,1,,,3,6,HACER DILIGENCIAS PARA ESTUDIAR,2,2,2,2,2,,,,,,,,04,1,63,217.20971188
5432786,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,202.66918904
5432786,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,202.66918904
5432786,2,1,2,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,202.66918904
5432786,2,2,2,50,63,1,,,2,6,DILIGENCIAS DEL HOGAR,2,2,2,2,2,,,,,,,,04,1,63,202.66918904
5432787,1,1,1,50,63,1,1,,1,4,,2,2,2,1,,,,,,,,1,04,1,63,316.19358184
5432787,1,2,1,50,63,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,316.19358184
5432788,1,1,1,50,63,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,63,157.0931991
5432788,1,2,1,50,63,1,2,,2,2,,2,2,2,1,,,,,,,,1,04,1,63,157.0931991
5432789,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,137.95001717
5432789,1,2,1,50,63,1,,,2,5,,,,,,,,,,,,,,04,1,63,137.95001717
5432790,1,1,1,50,63,1,,,1,6,LAVAR CARROS A CAMBIO DE DONATIVO,2,2,2,2,2,,,,,,,,04,1,63,135.33626449
5432791,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,115.75129634
5432791,1,2,1,50,63,1,1,,2,4,,2,2,2,1,,,,,,,,2,04,1,63,115.75129634
5432792,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,82.855234912
5432792,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,04,1,63,82.855234912
5432792,1,3,1,50,63,1,,,3,3,,2,2,2,2,1,12,,,,,,,04,1,63,82.855234912
5432793,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,217.30356381
5432793,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,217.30356381
5432793,1,3,1,50,63,1,,,3,6,VER TELEVISION,2,2,2,2,2,,,,,,,,04,1,63,217.30356381
5432794,1,1,1,50,63,1,,,1,6,VER TELEVISION,1,,,,,,,,,,,,04,1,63,367.78667583
5432794,1,2,1,50,63,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,367.78667583
5432795,1,1,1,50,63,1,,,2,5,,,,,,,,,,,,,,04,1,63,71.192244909
5432795,1,2,1,50,63,1,,,2,4,,2,2,2,2,1,10,,,,,,,04,1,63,71.192244909
5432795,1,3,1,50,63,1,1,,3,6,HACER DEPORTE,2,2,2,1,,,,,,,,1,04,1,63,71.192244909
5432796,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,107.94103363
5432796,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,107.94103363
5432796,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,04,1,63,107.94103363
5432796,1,4,1,50,63,1,,,4,3,,2,2,2,2,1,12,,,,,,,04,1,63,107.94103363
5432798,1,1,1,50,63,1,,,1,5,,,,,,,,,,,,,,04,1,63,79.13587369
5432798,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,79.13587369
5432798,1,3,1,50,63,1,1,,3,2,,2,2,2,1,,,,,,,,1,04,1,63,79.13587369
5432798,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,63,79.13587369
5432799,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,158.07531724
5432799,1,2,1,50,63,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,158.07531724
5432799,1,3,1,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,63,158.07531724
5432799,1,4,1,50,63,1,,,1,5,,,,,,,,,,,,,,04,1,63,158.07531724
5432800,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,152.65872645
5432800,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,152.65872645
5432800,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,04,1,63,152.65872645
5432800,1,4,1,50,63,1,2,,4,2,,2,2,2,1,,,,,,,,1,04,1,63,152.65872645
5432801,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,317.07715429
5432802,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,246.52455223
5432802,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,04,1,63,246.52455223
5432802,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,04,1,63,246.52455223
5432802,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,63,246.52455223
5432802,1,5,1,50,63,1,,,5,3,,2,2,2,2,2,,,,,,,,04,1,63,246.52455223
5432803,1,1,1,50,63,1,1,,1,2,,2,2,2,1,,,,,,,,1,04,1,63,453.54954681
5432803,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,04,1,63,453.54954681
5432803,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,04,1,63,453.54954681
5432803,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,04,1,63,453.54954681
5432803,1,5,1,50,63,1,,,5,1,,,,,,,,,,,,,,04,1,63,453.54954681
5432803,1,8,1,50,63,1,,,8,1,,,,,,,,,,,,,,04,1,63,453.54954681
5432803,1,9,1,50,63,1,,,9,5,,,,,,,,,,,,,,04,1,63,453.54954681
5432804,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,137.14475928
5432804,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,04,1,63,137.14475928
5432804,1,3,1,50,63,1,1,,3,3,,2,2,2,1,,,,,,,,1,04,1,63,137.14475928
5432804,1,4,1,50,63,1,3,,4,4,,2,2,2,1,,,,,,,,1,04,1,63,137.14475928
5432804,1,5,1,50,63,1,,,5,1,,,,,,,,,,,,,,04,1,63,137.14475928
5432804,1,7,1,50,63,1,1,,7,4,,2,2,2,1,,,,,,,,1,04,1,63,137.14475928
5432805,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,134.5742271
5432805,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432806,1,1,1,50,63,1,2,,1,4,,2,2,2,1,,,,,,,,1,04,1,63,109.04664217
5432806,1,2,1,50,63,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,63,109.04664217
5432807,1,1,1,50,63,1,1,,1,4,,2,2,2,1,,,,,,,,1,04,1,63,150.08241958
5432807,1,4,1,50,63,1,1,,4,4,,2,2,2,1,,,,,,,,1,04,1,63,150.08241958
5432808,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,164.14142443
5432809,1,1,1,50,63,1,,,1,4,,2,2,1,,,,,,,,,,04,1,63,112.81729249
5432810,1,1,1,50,63,1,,,1,6,REALIZAR DILIGENCIAS PERSONALES,2,2,2,2,1,2,,2,,2,,,04,1,63,134.5742271
5432810,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,04,1,63,134.5742271
5432811,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,86.184099018
5432811,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,86.184099018
5432811,1,3,1,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,63,86.184099018
5432812,1,1,1,50,63,1,1,,1,4,,2,2,2,1,,,,,,,,1,04,1,63,142.46280437
5432812,1,2,1,50,63,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,63,142.46280437
5432813,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,116.19308257
5432814,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,115.75129634
5432814,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,115.75129634
5432815,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,180.29551175
5432815,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,180.29551175
5432816,1,1,1,50,63,1,1,,1,4,,2,2,2,1,,,,,,,,1,04,1,63,109.04664217
5432816,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,109.04664217
5432817,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432817,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432818,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,135.33626449
5432819,1,1,1,50,63,1,,,1,6,DILIGENCIAS PERSONALES,2,2,1,,,,,,,,,,04,1,63,105.76906717
5432819,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,105.76906717
5432820,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,130.80357677
5432820,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,130.80357677
5432820,1,3,1,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,63,130.80357677
5432822,1,1,1,50,63,1,,,1,6,BORDAR Y LEER,2,2,2,2,2,,,,,,,,04,1,63,116.19308257
5432823,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,83.250095171
5432823,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,2,04,1,63,83.250095171
5432824,1,1,1,50,63,1,,,1,6,DILIGENCIAS PERSONALES,2,2,2,2,2,,,,,,,,04,1,63,116.19308257
5432825,1,1,1,50,63,1,,,1,6,DILIGENCIAS PERSONALES,2,2,2,2,2,,,,,,,,04,1,63,109.14485724
5432825,1,2,1,50,63,1,,,2,6,BORDAR Y LEER,2,2,2,2,2,,,,,,,,04,1,63,109.14485724
5432826,1,1,1,50,63,1,,,1,4,,2,2,2,2,1,11,,,,,,,04,1,63,116.19308257
5432827,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,04,1,63,233.90537367
5432827,1,2,1,50,63,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,63,233.90537367
5432828,1,1,1,50,63,1,,,1,6,HACER DILIGENCIAS PERSONALES Y DEL HOGAR,2,2,2,2,2,,,,,,,,04,1,63,109.14485724
5432828,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,04,1,63,109.14485724
5432829,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,112.37550627
5432829,1,2,1,50,63,1,,,2,3,,1,,,,,,,,,,,,04,1,63,112.37550627
5432830,1,1,1,50,63,1,,,1,6,HACER DILIGENCIAS MEDICAS Y PERSONALES,2,2,2,2,2,,,,,,,,04,1,63,109.14485724
5432830,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,109.14485724
5432831,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,101.99841684
5432831,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,101.99841684
5432831,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,04,1,63,101.99841684
5432832,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432832,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432833,1,1,1,50,63,1,,,1,6,CAMINAR,2,2,2,2,2,,,,,,,,04,1,63,112.5520359
5432833,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,112.5520359
5432833,1,3,1,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,63,112.5520359
5432833,1,4,1,50,63,1,,,4,1,,,,,,,,,,,,,,04,1,63,112.5520359
5432834,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,180.29551175
5432834,1,2,1,50,63,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,63,180.29551175
5432835,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,71.192244909
5432835,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,71.192244909
5432835,1,3,1,50,63,1,1,,3,6,DILIGENCIAS PERSONALES,2,2,2,1,,,,,,,,1,04,1,63,71.192244909
5432835,1,4,1,50,63,1,1,,4,4,,2,2,2,1,,,,,,,,1,04,1,63,71.192244909
5432835,2,1,2,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,71.192244909
5432835,2,2,2,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,71.192244909
5432835,2,3,2,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,63,71.192244909
5432836,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,63,116.19308257
5432837,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432837,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,04,1,63,134.5742271
5432838,1,1,1,50,63,1,,,1,5,,,,,,,,,,,,,,04,1,63,144.84846374
5432838,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,63,144.84846374
5432838,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,04,1,63,144.84846374
5432838,1,4,1,50,63,1,,,4,1,,,,,,,,,,,,,,04,1,63,144.84846374
5432838,1,5,1,50,63,1,,,5,5,,,,,,,,,,,,,,04,1,63,144.84846374
5432838,1,6,1,50,63,1,,,6,1,,,,,,,,,,,,,,04,1,63,144.84846374
5432839,1,1,1,50,68,1,,,1,4,,1,,,,,,,,,,,,04,1,68,455.64683268
5432839,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,04,1,68,455.64683268
5432840,1,1,1,50,68,1,,,1,6,DESCANSANDO EN EL HOGAR,2,2,2,2,2,,,,,,,,04,1,68,416.16924408
5432841,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,544.53174896
5432841,1,2,1,50,68,1,3,,2,2,,2,2,2,1,,,,,,,,1,04,1,68,544.53174896
5432841,1,3,1,50,68,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,68,544.53174896
5432842,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,600.70150447
5432842,1,2,1,50,68,1,1,,2,4,,2,2,2,1,,,,,,,,1,04,1,68,600.70150447
5432842,2,1,2,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,600.70150447
5432842,2,2,2,50,68,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,68,600.70150447
5432843,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,421.54243988
5432843,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,04,1,68,421.54243988
5432844,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,68,416.16924408
5432845,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,68,490.99543991
5432845,1,2,1,50,68,1,,,2,6,DESCANSANDO EN EL HOGAR POR ENFERMEDAD,2,2,2,2,2,,,,,,,,04,1,68,490.99543991
5432846,1,1,1,50,68,1,,,1,4,,1,,,,,,,,,,,,04,1,68,639.05886689
5432846,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,04,1,68,639.05886689
5432846,1,3,1,50,68,1,,,1,3,,2,2,2,2,2,,,,,,,,04,1,68,639.05886689
5432847,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,431.95395668
5432847,1,2,1,50,68,1,3,,2,2,,2,2,2,1,,,,,,,,1,04,1,68,431.95395668
5432847,1,3,1,50,68,1,,,3,4,,2,2,2,2,1,10,,,,,,,04,1,68,431.95395668
5432847,1,4,1,50,68,1,,,3,3,,2,2,2,2,2,,,,,,,,04,1,68,431.95395668
5432848,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,321.0036777
5432848,1,2,1,50,68,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,04,1,68,321.0036777
5432849,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,522.79224317
5432849,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,04,1,68,522.79224317
5432849,1,3,1,50,68,1,,,2,3,,2,2,2,2,2,,,,,,,,04,1,68,522.79224317
5432850,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,420.49652397
5432851,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,68,416.16924408
5432852,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,416.16924408
5432853,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,430.93125416
5432854,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,455.64683268
5432854,1,2,1,50,68,1,,,2,3,,2,2,2,2,1,12,,,,,,,04,1,68,455.64683268
5432855,1,1,1,50,68,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,04,1,68,452.63807749
5432855,1,2,1,50,68,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,68,452.63807749
5432855,1,3,1,50,68,1,,,1,4,,2,1,,,,,,,,,,,04,1,68,452.63807749
5432856,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,68,416.16924408
5432857,1,1,1,50,68,1,,,1,6,DESCANSANDO POR EDAD,2,2,2,2,2,,,,,,,,04,1,68,1172.3220126
5432858,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,68,1007.1926244
5432858,1,2,1,50,68,1,,,2,4,,2,2,2,2,2,,,,,,,,04,1,68,1007.1926244
5432858,1,3,1,50,68,1,,,2,6,VER TELEVISION,2,2,2,2,2,,,,,,,,04,1,68,1007.1926244
5432858,2,1,2,50,68,1,,,1,4,,2,2,2,2,1,13,ESTA EN ESTADO DE GESTACION,,,,,,04,1,68,1007.1926244
5432858,2,2,2,50,68,1,,,2,1,,,,,,,,,,,,,,04,1,68,1007.1926244
5432859,1,1,1,50,68,1,,,1,1,,,,,,,,,,,,,,04,1,68,1095.6072877
5432859,1,2,1,50,68,1,,,2,1,,,,,,,,,,,,,,04,1,68,1095.6072877
5432860,1,1,1,50,68,1,,,1,4,,1,,,,,,,,,,,,04,1,68,981.99087982
5432860,1,2,1,50,68,1,,,2,6,DESCANSANDO POR EDAD,2,2,2,2,1,9,,,,,,,04,1,68,981.99087982
5432861,1,1,1,50,68,1,,,1,4,,2,2,2,2,2,,,,,,,,04,1,68,1085.5461487
5432861,1,2,1,50,68,1,2,,2,4,,2,2,2,1,,,,,,,,1,04,1,68,1085.5461487
